subject,mode,repetition,metric,fault_line,baseline_average_rank,current_average_rank,rank_improvement,rank_improvement_fraction,baseline_tie_size,competitor_count,actual_below,actual_equal,actual_above,actual_below_fraction,actual_above_fraction,generated_usable_tests,new_profiles,new_PASS_profiles,new_FAIL_profiles,new_profile_items,new_profile_discriminating_items,new_profile_helpful_items,new_profile_harmful_items,new_profile_mixed_direction_items,new_profile_helpful_pairs,new_profile_harmful_pairs,new_profile_net_pairs,new_profile_helpful_PASS_pairs,new_profile_helpful_FAIL_pairs,new_profile_harmful_PASS_pairs,new_profile_harmful_FAIL_pairs,new_profile_discriminating_density,new_profile_helpful_density,new_profile_harmful_density,new_profile_net_density,new_profile_helpful_PASS_share,new_profile_helpful_FAIL_share,new_profile_competitors_with_helpful,new_profile_competitors_with_harmful,new_profile_competitors_net_helpful,new_profile_competitors_net_harmful,new_profile_competitors_net_zero,new_profile_competitors_net_helpful_fraction,new_profile_competitors_net_harmful_fraction,test_items,test_discriminating_items,test_helpful_items,test_harmful_items,test_mixed_direction_items,test_helpful_pairs,test_harmful_pairs,test_net_pairs,test_helpful_PASS_pairs,test_helpful_FAIL_pairs,test_harmful_PASS_pairs,test_harmful_FAIL_pairs,test_discriminating_density,test_helpful_density,test_harmful_density,test_net_density,test_helpful_PASS_share,test_helpful_FAIL_share,test_competitors_with_helpful,test_competitors_with_harmful,test_competitors_net_helpful,test_competitors_net_harmful,test_competitors_net_zero,test_competitors_net_helpful_fraction,test_competitors_net_harmful_fraction
libyaml_flow,aflsmart-mixed,1,jaccard,1062,9.0,3.0,6.0,0.6666666666666666,17,16,12,4,0,0.75,0.0,316,53,47,6,53,3,3,0,0,33,0,33,33,0,0,0,0.03891509433962264,0.03891509433962264,0.0,0.03891509433962264,1.0,0.0,12,0,12,0,4,0.75,0.0,316,3,3,0,0,33,0,33,33,0,0,0,0.006526898734177215,0.006526898734177215,0.0,0.006526898734177215,1.0,0.0,12,0,12,0,4,0.75,0.0
libyaml_flow,aflsmart-mixed,1,ochiai,1062,9.0,3.0,6.0,0.6666666666666666,17,16,12,4,0,0.75,0.0,316,53,47,6,53,3,3,0,0,33,0,33,33,0,0,0,0.03891509433962264,0.03891509433962264,0.0,0.03891509433962264,1.0,0.0,12,0,12,0,4,0.75,0.0,316,3,3,0,0,33,0,33,33,0,0,0,0.006526898734177215,0.006526898734177215,0.0,0.006526898734177215,1.0,0.0,12,0,12,0,4,0.75,0.0
libyaml_flow,aflsmart-mixed,2,jaccard,1062,9.0,3.0,6.0,0.6666666666666666,17,16,12,4,0,0.75,0.0,322,45,39,6,45,3,3,0,0,33,0,33,33,0,0,0,0.04583333333333333,0.04583333333333333,0.0,0.04583333333333333,1.0,0.0,12,0,12,0,4,0.75,0.0,322,3,3,0,0,33,0,33,33,0,0,0,0.00640527950310559,0.00640527950310559,0.0,0.00640527950310559,1.0,0.0,12,0,12,0,4,0.75,0.0
libyaml_flow,aflsmart-mixed,2,ochiai,1062,9.0,3.0,6.0,0.6666666666666666,17,16,12,4,0,0.75,0.0,322,45,39,6,45,3,3,0,0,33,0,33,33,0,0,0,0.04583333333333333,0.04583333333333333,0.0,0.04583333333333333,1.0,0.0,12,0,12,0,4,0.75,0.0,322,3,3,0,0,33,0,33,33,0,0,0,0.00640527950310559,0.00640527950310559,0.0,0.00640527950310559,1.0,0.0,12,0,12,0,4,0.75,0.0
libyaml_flow,aflsmart-mixed,3,jaccard,1062,9.0,9.0,0.0,0.0,17,16,0,16,0,0.0,0.0,277,44,40,4,44,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0.0,0.0,277,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0.0,0.0
libyaml_flow,aflsmart-mixed,3,ochiai,1062,9.0,9.0,0.0,0.0,17,16,0,16,0,0.0,0.0,277,44,40,4,44,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0.0,0.0,277,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0.0,0.0
libyaml_flow,aflsmart-mixed,4,jaccard,1062,9.0,9.0,0.0,0.0,17,16,0,16,0,0.0,0.0,314,49,36,13,49,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0.0,0.0,314,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0.0,0.0
libyaml_flow,aflsmart-mixed,4,ochiai,1062,9.0,9.0,0.0,0.0,17,16,0,16,0,0.0,0.0,314,49,36,13,49,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0.0,0.0,314,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0.0,0.0
libyaml_flow,aflsmart-mixed,5,jaccard,1062,9.0,3.5,5.5,0.6111111111111112,17,16,11,5,0,0.6875,0.0,321,49,43,6,49,1,1,0,0,11,0,11,11,0,0,0,0.01403061224489796,0.01403061224489796,0.0,0.01403061224489796,1.0,0.0,11,0,11,0,5,0.6875,0.0,321,1,1,0,0,11,0,11,11,0,0,0,0.002141744548286604,0.002141744548286604,0.0,0.002141744548286604,1.0,0.0,11,0,11,0,5,0.6875,0.0
libyaml_flow,aflsmart-mixed,5,ochiai,1062,9.0,3.5,5.5,0.6111111111111112,17,16,11,5,0,0.6875,0.0,321,49,43,6,49,1,1,0,0,11,0,11,11,0,0,0,0.01403061224489796,0.01403061224489796,0.0,0.01403061224489796,1.0,0.0,11,0,11,0,5,0.6875,0.0,321,1,1,0,0,11,0,11,11,0,0,0,0.002141744548286604,0.002141744548286604,0.0,0.002141744548286604,1.0,0.0,11,0,11,0,5,0.6875,0.0
libyaml_flow,aflsmart-nonstack,1,jaccard,1062,9.0,3.5,5.5,0.6111111111111112,17,16,11,5,0,0.6875,0.0,340,49,41,8,49,2,2,0,0,22,0,22,22,0,0,0,0.02806122448979592,0.02806122448979592,0.0,0.02806122448979592,1.0,0.0,11,0,11,0,5,0.6875,0.0,340,2,2,0,0,22,0,22,22,0,0,0,0.004044117647058824,0.004044117647058824,0.0,0.004044117647058824,1.0,0.0,11,0,11,0,5,0.6875,0.0
libyaml_flow,aflsmart-nonstack,1,ochiai,1062,9.0,3.5,5.5,0.6111111111111112,17,16,11,5,0,0.6875,0.0,340,49,41,8,49,2,2,0,0,22,0,22,22,0,0,0,0.02806122448979592,0.02806122448979592,0.0,0.02806122448979592,1.0,0.0,11,0,11,0,5,0.6875,0.0,340,2,2,0,0,22,0,22,22,0,0,0,0.004044117647058824,0.004044117647058824,0.0,0.004044117647058824,1.0,0.0,11,0,11,0,5,0.6875,0.0
libyaml_flow,aflsmart-nonstack,2,jaccard,1062,9.0,3.5,5.5,0.6111111111111112,17,16,11,5,0,0.6875,0.0,286,41,36,5,41,3,3,0,0,33,0,33,33,0,0,0,0.05030487804878049,0.05030487804878049,0.0,0.05030487804878049,1.0,0.0,11,0,11,0,5,0.6875,0.0,286,3,3,0,0,33,0,33,33,0,0,0,0.007211538461538462,0.007211538461538462,0.0,0.007211538461538462,1.0,0.0,11,0,11,0,5,0.6875,0.0
libyaml_flow,aflsmart-nonstack,2,ochiai,1062,9.0,3.5,5.5,0.6111111111111112,17,16,11,5,0,0.6875,0.0,286,41,36,5,41,3,3,0,0,33,0,33,33,0,0,0,0.05030487804878049,0.05030487804878049,0.0,0.05030487804878049,1.0,0.0,11,0,11,0,5,0.6875,0.0,286,3,3,0,0,33,0,33,33,0,0,0,0.007211538461538462,0.007211538461538462,0.0,0.007211538461538462,1.0,0.0,11,0,11,0,5,0.6875,0.0
libyaml_flow,aflsmart-nonstack,3,jaccard,1062,9.0,9.0,0.0,0.0,17,16,0,16,0,0.0,0.0,342,39,35,4,39,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0.0,0.0,342,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0.0,0.0
libyaml_flow,aflsmart-nonstack,3,ochiai,1062,9.0,9.0,0.0,0.0,17,16,0,16,0,0.0,0.0,342,39,35,4,39,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0.0,0.0,342,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0.0,0.0
libyaml_flow,aflsmart-nonstack,4,jaccard,1062,9.0,3.0,6.0,0.6666666666666666,17,16,12,4,0,0.75,0.0,271,44,36,8,44,2,2,0,0,22,0,22,22,0,0,0,0.03125,0.03125,0.0,0.03125,1.0,0.0,12,0,12,0,4,0.75,0.0,271,2,2,0,0,22,0,22,22,0,0,0,0.00507380073800738,0.00507380073800738,0.0,0.00507380073800738,1.0,0.0,12,0,12,0,4,0.75,0.0
libyaml_flow,aflsmart-nonstack,4,ochiai,1062,9.0,3.0,6.0,0.6666666666666666,17,16,12,4,0,0.75,0.0,271,44,36,8,44,2,2,0,0,22,0,22,22,0,0,0,0.03125,0.03125,0.0,0.03125,1.0,0.0,12,0,12,0,4,0.75,0.0,271,2,2,0,0,22,0,22,22,0,0,0,0.00507380073800738,0.00507380073800738,0.0,0.00507380073800738,1.0,0.0,12,0,12,0,4,0.75,0.0
libyaml_flow,aflsmart-nonstack,5,jaccard,1062,9.0,9.0,0.0,0.0,17,16,0,16,0,0.0,0.0,288,55,48,7,55,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0.0,0.0,288,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0.0,0.0
libyaml_flow,aflsmart-nonstack,5,ochiai,1062,9.0,9.0,0.0,0.0,17,16,0,16,0,0.0,0.0,288,55,48,7,55,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0.0,0.0,288,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0.0,0.0
